"Date_periode";"Matrice_DPC_-_Domaine";"Matrice_DPC_-_Produits";"Matrice_DPC_-_Composants";"Etablissement";"Site";"Pole";"Service";"Territoire";"Direction";"Equipe";"Strategie_Domaine";"Strategie_Axe";"Strategie_sous-axe";"Libelle";"Code";"Indicateur_de_priorisation_d_Urgence/Strategie_annuelle";"Indicateur_de_priorisation_d_Urgence/Priorite_Projet";"Statut";"Chef_de_projet";"Typologie_d_activite";"Profil_de_Projet";"Etat_d_avancement/Meteo";"Etat_d_avancement/Commentaire_meteo";"Etat_d_avancement/Tendance";"Couts-Charges_Projet/Charge_DSN_estimee";"Couts-Charges_Projet/Duree_Estimee_du_projet__en_mois_";"Date_de_debut";"Date_de_fin";"Couts-Charges_Projet/Cout_initial_estime_du_projet__en_k__";"Indicateurs_de_priorisation_des_demandes/Indicateur_de_priorisation_-_Complexite_et_freins__CALCUL_";"Indicateurs_de_priorisation_des_demandes/Indicateur_de_priorisation_-_Opportunite_et_criticite__CALCUL_";"Indicateurs_de_priorisation_des_demandes/Charge_global_estimee__CALCUL_";"Portee_Projet___GHT_ou_Locale__";"Libelle";"Date_de_mise_a_jour";"Date_de_cloture_du_projet";"Libelle_long";"Description";"Date_de_creation"
"01/03/2026";"Valorisation de la donnée [SNVD]";"Intelligence Artificielle";"";"_GHT";"";"";"";"";"";"";"Stratégie Valorisation de la Donnée [SNVD]​";"Axe 3: SNVD-Partenariats industriels (Moyen, long terme)​";"";"ARS - GRADeS - ENOVACOM : ChatBot IA innovation (Projet innovant en IA & participation du CHU d’Orléans)";"25-109";"Non";"Priorité 3";"PRJ A lancer";"";"BUILD";"Applicatif";"Orage";"";"Dégradation";"2.0";"1.0";"17/06/2025";"31/12/2026";"0.0";"5.0";"25.0";"2.0";"LOCAL";"ARS - GRADeS - ENOVACOM : ChatBot IA innovation (Projet innovant en IA & participation du CHU d’Orléans)";"19/12/2025";"";"Mise en œuvre d’un connecteur anonymisé pour l’expérimentation de récupération de données – GHT Loiret / GRADES Centre-Val de Loire";"L’échange semble initié par BONNANS, Vincent (ARS-CVL/DOS) de l’ARS Centre-Val de Loire, avec une proposition de collaboration autour d’un projet innovant en intelligence artificielle impliquant le CHRU d’Orléans  Dans le cadre d’une expérimentation pilotée par le GRADES Centre-Val de Loire, le projet vise à mettre en place un connecteur technique permettant l’extraction temporaire et sécurisée de jeux de données anonymisées à des fins d’analyse. Ce connecteur, développé par Enovacom, sera intégré sans coût pour les établissements du GHT durant la phase expérimentale.";"17/06/2025"
"01/03/2026";"Proximité Utilisateurs [SNPU]";"Centres d’Appels";"";"CHU Orléans";"";"";"";"";"Direction DSN";"PROJETS";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"ASSET+ (GMAO) BioMed";"22-037";"Non";"Priorité 4";"PRJ Terminé";"Eric MASCARENHAS";"BUILD";"Applicatif";"Soleil";"";"";"20.0";"";"06/05/2022";"31/12/2025";"60.0";"6.0";"38.0";"160.0";"GHT";"ASSET+ (GMAO) BioMed";"01/01/2026";"01/12/2025";"Abandon d'IWS-ISILOG par la DSN - Dde remplacement logiciel ASSET PLUS proposé par la société GE Healthcare";"L'abandon d'IWS-ISILOG par la DSN implique que les ingénieurs biomédicaux vont devoir se se doter d’un logiciel qui leur sera propre cdp GE: Leila MAANINOU";"21/02/2022"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"Urgence";"CHU Orléans";"";"";"";"";"Direction DSN";"AMS";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"ASUR : Etude Opportunité Prescriptions Rapides aux Urgences";"24-046";"Non";"Priorité 4";"DDE Refusée";"";"BUILD";"Applicatif";"Nuage";"";"";"0.5";"0.0";"21/03/2024";"31/05/2024";"0.0";"0.0";"10.0";"0.5";"LOCAL";"ASUR : Etude Opportunité Prescriptions Rapides aux Urgences";"01/08/2024";"01/07/2024";"";"Nous aimerions retravailler sur le logicile Easily pafin d'avoir le mode PM prévu les services d'urgences.  Pourrions-nous trouver un temps d'échange sur cette thématique ?  Je vous en remercie  Cordialement,       Angélique RICHARD-GIRARDEAU  Cadre de Santé  Service d'Accueil d'Urgences - UHCD  02 38 22 96 47  angelique.richard-girardeau@chu-orleans.fr    Pôle Métiers de l'Urgences - Centre Hospitalier Universitaire d’Orléans";"21/03/2024"
"01/03/2026";"Métiers du Soin [SNMS]";"Biomédical";"";"CH Pithiviers";"";"";"";"";"";"";"";"";"";"AUTOMATE EFS CHP";"20-019";"Non";"Priorité 4";"PRJ Abandonné";"Arnaud BROCHOT";"BUILD";"Technique";"Nuage";"passer en DDE";"";"0.0";"12.0";"30/11/2020";"30/11/2021";"0.0";"";"";"";"LOCAL";"AUTOMATE EFS CHP";"01/10/2024";"01/08/2023";"Automate groupage sanguin EFS à Pithiviers";"Automate groupage sanguin EFS à Pithiviers";"30/11/2020"
"01/03/2026";"Socle Technique [SNST]";"Serveurs & Stockage";"";"CH Montargis";"";"";"";"";"";"";"";"";"";"Baie de Stockage capactif (PACS) CHAM";"25-022";"Non";"Priorité 4";"PRJ Terminé";"Sebastien MARQUET";"BUILD";"";"Soleil";"";"Amélioration";"0.0";"0.0";"01/11/2024";"31/05/2025";"0.0";"0.0";"10.0";"0.0";"LOCAL";"Baie de Stockage capactif (PACS) CHAM";"01/06/2025";"01/05/2025";"";"";"14/02/2025"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"BAMARA - Interfaçage EASILY";"22-029";"Non";"Priorité 3";"DDE En attente";"";"BUILD";"Applicatif";"Pluie";"";"Stabilisation";"15.0";"3.0";"01/01/2022";"15/06/2027";"100.0";"5.0";"40.0";"120.0";"GHT";"BAMARA - Interfaçage EASILY";"11/03/2026";"";"Formulaire ColleMaRa va permettre la saisie des données maladies rares dans le dossier patient Easily et répondre au besoin de la BNDMR  d’exporter les données patients des centres labellisés vers BaMaRa.";"le formulaire ColleMaRa va permettre la saisie des données maladies rares dans le dossier patient Easily et répondre au besoin de la BNDMR  d’exporter les données patients des centres labellisés vers BaMaRa.";"31/01/2022"
"01/03/2026";"Fonctions Support [SNFS]";"Gestion Patients (Administrative, Facturation, PMSI)";"";"CH Montargis";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"";"";"";"Barcode IPP et sejour patient CHAM";"22-162";"Non";"Priorité 4";"PRJ A lancer";"Meryem SGHIRI";"BUILD";"Applicatif";"Soleil";"";"";"0.0";"0.0";"01/05/2023";"31/12/2023";"0.0";"0.0";"10.0";"0.0";"LOCAL";"Barcode IPP et sejour patient CHAM";"07/05/2025";"";"";"Code barre  Hexagone	Jean-Louis Roux";"14/09/2022"
"01/03/2026";"Socle Technique [SNST]";"Serveurs & Stockage";"";"_GHT";"";"";"";"";"";"";"";"";"";"Bascule SCCM CHU vers SCCM GHT";"25-153";"Non";"Priorité 4";"PRJ En cours";"";"BUILD";"Technique";"";"";"";"0.0";"0.0";"01/01/2026";"31/12/2026";"0.0";"0.0";"10.0";"0.0";"GHT";"Bascule SCCM CHU vers SCCM GHT";"11/02/2026";"";"";"";"15/12/2025"
"01/03/2026";"Socle Technique [SNST]";"Gestion de la Sécurité et des Risques";"";"_GHT";"";"";"";"";"";"";"Stratégie Socle Technique [SNST]​";"Axe 1: SNST-Sécurité";"Sécurisation de l’exploitation";"BASTION sur GHT";"24-136";"Non";"Priorité 2";"PRJ A lancer";"";"BUILD";"Technique";"Soleil";"";"";"0.0";"0.0";"01/01/2025";"31/12/2025";"0.0";"0.0";"10.0";"0.0";"GHT";"BASTION sur GHT";"28/01/2026";"";"BASTION sur GHT";"BASTION sur GHT Après le CHU, déployer le bastion sur les autres sites FOP/étude cadrage impact  à initier avec David et Brieuc  à remonter au COSUI";"11/10/2024"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"Pharmacie";"CHU Orléans";"";"";"";"";"";"";"";"";"";"Besoin Développements Pharmacie";"24-081";"Non";"Priorité 4";"PRJ Abandonné";"";"BUILD";"";"";"";"";"0.0";"0.0";"28/06/2024";"31/12/2024";"0.0";"0.0";"10.0";"0.0";"";"Besoin Développements Pharmacie";"01/01/2025";"01/12/2024";"";"";"28/06/2024"
"01/03/2026";"";"";"";"CH Montargis";"";"";"";"";"";"";"";"";"";"Besoin pour les RCP Endométriose CHAM";"22-175";"Non";"Priorité 4";"PRJ Terminé";"Annick CALINON";"BUILD";"Applicatif";"";"";"";"0.0";"";"01/07/2022";"28/11/2022";"0.0";"0.0";"10.0";"0.0";"LOCAL";"Besoin pour les RCP Endométriose CHAM";"13/01/2023";"01/11/2022";"";"Réunions de Concertation Pluridisciplinaire : Mise en place de Teams pour la partie audio et visio et de Nexus pour le partage d'Immages	Annick CALINON";"14/09/2022"
"01/03/2026";"Métiers du Soin [SNMS]";"Biomédical";"";"CHU Orléans";"";"";"";"";"Direction DSN";"PROJETS";"Opérationnel";"Stabilisation SIH";"";"BK MEDICAL: Livraison système de fusion 29/08";"23-124";"Non";"Priorité 4";"PRJ Terminé";"Stéphane ORANGE";"BUILD";"Biomed";"Nuage";"";"Stabilisation";"4.0";"0.0";"29/08/2023";"18/10/2023";"0.0";"0.0";"35.0";"4.0";"LOCAL";"BK MEDICAL: Livraison système de fusion 29/08";"01/09/2024";"01/08/2024";"BK MEDICAL: Livraison système de fusion 29/08";"Dde Bioméd >> Moyennant que le service d’urologie me précise sur quelle prise RJ ce nouvel échographe sera branché, tu sauras me donner une adresse IP. Mais quelle échéance doit on communiquer à la société pour la connexion au PACS ?            Sachant que c’est une installation neuve, qu’il n’y a pas de WL non plus… Donc tout à faire….  De : Leray, Etienne (GE HealthCare)   Envoyé : lundi 28 août 2023 15:47 À : GARNIER Thomas , SCHIRATTI Jean Pierre  Objet : BK MEDICAL: Livraison système de fusion 29/08  Bonjour Mr Schirratti et Mr Garnier, Je voulais vous informer de la livraison de votre système de fusion d’image pour le service d’urologie. J’aurais aimé venir faire un point avec vous et le service informatique pour le connecter au PACS. Avez-vous des disponibilités cette semaine ? Cordialement Etienne Leray Responsable de territoire Ouest | Responsable Application et Produit France BK Medical France |  8 rue Joseph Nicephore Niepce, 69740 Genas, France   T +33 4 37 54 59 93 M +33 6 45 40 97 10 etienne.leray@ge.com  |  bkmedical.com";"29/08/2023"
"01/03/2026";"Socle Technique [SNST]";"Réseaux Convergés";"";"CHU Orléans";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"Blocs  - 4 blocs dont un robot biplan et un hybride";"23-098";"Non";"Priorité 1";"PRJ Terminé";"";"BUILD";"Technique";"Pluie";"";"Stabilisation";"10.0";"";"01/01/2023";"30/09/2024";"2.0";"";"";"";"LOCAL";"Blocs  - 4 blocs dont un robot biplan et un hybride";"01/05/2025";"01/04/2025";"Réseau Blocs  - 4 blocs";"Blocs  - 4 blocs dont un robot et un hybride o	Localisation : T-01 o	Analyse du besoin : pc, téléphone, wifi, camera, biomed, …         o	Création OS pour prises                                o	Câblage du travaux avec la DALP                              o	Ajout  switch au T-02 o	Brassage en fonction des besoins.  o	Achat à prévoir  	Switch Cisco 3650  	des bornes wifi.  	Pour le matériel micro, grand écran PACS  o	Avancement : En attente de validation de travaux DTM";"26/07/2023"
"01/03/2026";"Proximité Utilisateurs [SNPU]";"Applications Collaboratives (Exchange, SharePoint, Teams, Intranet et ses Applications, Surycat, …)";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"";"";"";"BLUEFILES - MSS administrative GHT";"22-075";"Non";"Priorité 2";"PRJ A lancer";"Eric MASCARENHAS";"BUILD";"Applicatif";"Pluie";"";"Stabilisation";"5.0";"";"01/01/2022";"15/06/2026";"10.0";"2.0";"45.0";"17.0";"GHT";"BLUEFILES - MSS administrative GHT";"02/03/2026";"";"Dde initiée CHAM : envoi automatisé et sécurisé des déclarations de violences conjugales aux professionnels de justice";"MSS administrative (dde initiée CHAM) échange juge La demande formulée au Cham : envoi automatisé et sécurisé des déclarations de violences conjugales aux professionnels de justice.  Ces professionnels n'étant pas des professionnels de santé, ils ne peuvent utiliser la MSSanté. Enovacom propose une solution basée sur Bluefiles et l'ESM de Ght, solution en cours de mise en place au Cham. Cf doc jointe. En gros : un flux EAI Enovacom est monté pour récupérer des fichiers pdf déposés dans un répertoire et en provenance du dossier patient. En sortie du flux envoi de ces fichiers par le serveur de messagerie de l'établissement à la plateforme ESM de Ght chargée de sécuriser les messages via Bluefiles (solution de transfert de données chiffrées). Les personnels de justice récupèrent les mail générés via un client Bluefiles. Demande de mise à jour de la messagerie sécurisée de santé (ajout plug in Enovacom, montée de version de l'ESM)  : cela ne transite pas par la Mssanté donc pas besoin de mise à jour de la MSSanté. Par contre besoin de mise à jour de l'ESM de Ght (qui se charge aussi des envois Mssanté) Lien avec ROR, ASIP pour les adresses MSS ? Pas de lien avec le Ror, l'Asip car pas d'utilisation de la MSSanté.";"03/06/2022"
"01/03/2026";"";"";"";"CH Montargis";"";"";"";"";"";"";"";"";"";"Cablage Téléphonie chambre MCO CHAM";"22-160";"Non";"Priorité 4";"PRJ Terminé";"Sebastien MARQUET";"BUILD";"";"";"";"";"0.0";"";"01/06/2021";"30/11/2021";"0.0";"0.0";"10.0";"0.0";"LOCAL";"Cablage Téléphonie chambre MCO CHAM";"13/01/2023";"01/12/2022";"";"";"14/09/2022"
"01/03/2026";"Valorisation de la donnée [SNVD]";"Intelligence Artificielle";"";"EPSM Georges Daumézon";"";"";"";"";"";"";"";"";"";"Callyope IA EPSM";"25-095";"Non";"Priorité 2";"DDE Instruite";"Elodie SOUEDET";"BUILD";"Applicatif";"Soleil";"";"Stabilisation";"5.0";"0.0";"22/05/2025";"31/12/2025";"0.0";"6.0";"45.0";"10.0";"LOCAL";"Callyope IA EPSM";"06/03/2026";"";"";"IA Module Logiciel pour générer une synthèse du dossier du patient à partir des données de CORTEXTE Module Ecoute, enregistrement d'application : peut déterminer sur les risques de rechute  POC septembre à décembre.";"22/05/2025"
"01/03/2026";"Socle Technique [SNST]";"Serveurs & Stockage";"";"CHU Orléans";"";"";"";"";"Direction DSN";"PROJETS";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"CAPSULE : Fin du support, impact ?";"23-074";"Non";"Priorité 2";"DDE En attente";"";"BUILD";"Biomed";"Pluie";"";"Dégradation";"0.0";"0.0";"21/04/2023";"31/12/2023";"0.0";"0.0";"10.0";"0.0";"LOCAL";"CAPSULE : Fin du support, impact ?";"11/02/2026";"";"The Capsule product management team would like to make you aware of the following important End of Support notification for the Capsule MDIP";"L'équipe de gestion de produit Capsule souhaite vous informer de la notification importante suivante concernant la fin du support pour le Capsule MDIP. Si vous avez des questions, veuillez contacter votre représentant commercial Capsule.  Fin du support pour Capsule MDIP version 2020-2.x (11.2) Décembre 2023 La version MDIP mentionnée ci-dessus est prévue pour la fin du support en décembre 2023. Si vous utilisez cette version ou une version précédente du produit, des mises à niveau sont disponibles pour tous les clients sous un accord de support et de maintenance valide. Veuillez contacter votre représentant commercial Capsule ou votre représentant des services professionnels pour planifier une mise à niveau.  Consultez la zone du Centre de téléchargement sur le portail client pour un aperçu des capacités du produit disponibles par version de sortie.  Merci pour votre entreprise. Nous apprécions la confiance que vous accordez à Philips Capsule.";"21/04/2023"
"01/03/2026";"Fonctions Support [SNFS]";"Logistique et Services Techniques : (WMS, GTC, Appel malade, …)";"";"CH Montargis";"";"";"";"";"Direction DSN";"PROJETS";"";"";"";"CARA Sécu incendie CHAM";"23-110";"Non";"Priorité 3";"PRJ Abandonné";"Rodrigo CAVALCANTI";"BUILD";"Applicatif";"Soleil";"";"";"5.0";"3.0";"03/08/2023";"26/06/2024";"13.0";"3.0";"35.0";"41.0";"LOCAL";"CARA Sécu incendie CHAM";"01/01/2025";"01/12/2024";"CARA Dématérialisation du registre de sécurité incendie CHAM";"CHAM : besoins en terme de logiciels envisagés pour le service sécurité incendie CARA est référencée UGAP   Le logiciel Registresecurite.com utilisé par Monsieur Cotelle (CHRO) ne répond qu'à un seul de mes besoins nommé AGESS chez CARA. Or AGESS est couplé avec PLANNET afin de réaliser les plans d'évacuation et d'intervention évitant ainsi une double saisie des installations techniques (extincteurs, portes coupe-feu, ...). Le CHAM a déjà vu le produit Registresecurite.com en présentation utilisé au CHU mais pas retenu.";"08/08/2023"
"01/03/2026";"Métiers du Soin [SNMS]";"Biomédical";"";"CHU Orléans";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"CARDIO - Opération 2024 - 2 serveurs virtuels";"23-086";"Non";"Priorité 3";"PRJ Terminé";"Thierry BENARD";"BUILD";"Technique";"Nuage";"";"";"0.0";"0.0";"01/01/2023";"14/04/2024";"0.0";"0.0";"10.0";"0.0";"LOCAL";"CARDIO - Opération 2024 - 2 serveurs virtuels";"01/09/2025";"01/08/2025";"2 serveurs virtuels dans le cadre d’une opération qui sera réalisée début 2024 en cardio";"Suite à notre réunion d’hier, voici les contraintes techniques communiquées par la société Philips pour installer 2 serveurs virtuels dans le cadre d’une opération qui sera réalisée début 2024 en cardio. A la lecture des contraintes techniques ci-dessous, merci de bien vouloir m’indiquer s’il sera possible de disposer de ces deux serveurs virtuels . Cordialement Jps";"19/06/2023"
"01/03/2026";"";"";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"Cardio MLF-FSE";"20-039";"Non";"Priorité 4";"PRJ Terminé";"Stéphane ORANGE";"RUN";"Applicatif";"";"";"";"";"";"01/01/2020";"31/12/2020";"";"";"";"";"LOCAL";"Cardio MLF-FSE";"01/10/2024";"01/12/2020";"";"";"14/09/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"Biomédical";"";"CHU Orléans";"";"";"";"";"Direction DSN";"PROJETS";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"Cardiologie - Remplacement des Stations Medcon";"25-006";"Non";"Priorité 3";"PRJ Abandonné";"";"BUILD";"Biomed";"Soleil";"";"";"10.0";"3.0";"01/01/2025";"30/06/2025";"0.0";"8.0";"30.0";"11.0";"LOCAL";"Cardiologie - Remplacement des Stations Medcon";"01/07/2025";"01/06/2025";"Remplacement des Stations Medcon au Service de Cardiologie du CHU d'Orléans";"Le projet vise à remplacer les trois stations de lecture TCS Medcon par des stations CRREVIEW dans le service de cardiologie du Centre Hospitalier Universitaire d’Orléans. Ce remplacement inclut la mise à jour de CardioReport et la reprogrammation des salles Philips pour assurer une intégration optimale avec le PACS et le serveur CardioReport.";"03/01/2025"
"01/03/2026";"Valorisation de la donnée [SNVD]";"Intelligence Artificielle";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"CARDIOLOGS  - Holter-ECG IA";"25-144";"Non";"Priorité 4";"DDE En qualification";"";"BUILD";"Applicatif";"Soleil";"";"";"10.0";"4.0";"01/01/2026";"31/12/2026";"0.0";"4.0";"45.0";"15.0";"LOCAL";"CARDIOLOGS  - Holter-ECG IA";"04/02/2026";"";"Déploiement d’une solution d’interprétation Holter-ECG basée sur l’intelligence artificielle pour le service de cardiologie";"Le service de cardiologie souhaite acquérir une solution logicielle innovante, basée sur l’intelligence artificielle, pour l’interprétation des enregistrements Holter-ECG. L’objectif est de répondre à la croissance des besoins en diagnostic des arythmies, d’améliorer la rapidité et la qualité des analyses, tout en optimisant l’organisation du travail médical et la prise en charge des patients.";"24/10/2025"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"";"CHU Orléans";"Hôpital de la source";"PMI";"Cardio";"";"";"";"";"";"";"CardioReport";"22-033";"Oui";"";"PRJ Terminé";"Laetitia GERAUD";"BUILD";"Applicatif";"Soleil";"MEP Pharma v6 confirmée 18/04";"Amélioration";"50.0";"";"01/04/2022";"31/05/2023";"60.0";"11.0";"10.0";"125.0";"LOCAL";"CardioReport";"01/09/2023";"01/08/2023";"CIS CARDIO REPORT - Remplacement CIS Hemolia";"Mise à disposition de la solution CARDIO REPORT pour le service de cardiologie  De : Imbert, Jean marie  Envoyé : mardi 11 janvier 2022 12:13 À : CHEVALLIER Jean-Robert    Monsieur Chevallier,  Comme échangé lors de notre dernière encontre, nous revenons vers vous afin de prévoir une réunion en lien avec la dernière procédure de dispositifs de cardiologie. Avec l’accord des docteurs Plocco, Goralski et Gamet nous vous proposons de faire le point sur le plan de financement et la mise à disposition de la solution cardio report pour le service.  Ce rendez-vous sera également l’occasion de revenir sur les précédentes réalisations effectuées par IHS, notamment l’ambulatoire. Si vous le souhaitez, nous pourrons aussi prévoir un temps spécifique sur les modalités de financement d’équipement et de projets médicaux comme nous l’avions évoqué lors de notre dernière discussion. Compte tenu de la situation, nous sommes à votre écoute s’agissant des modalités d’organisation en physique ou par visio conférence.   Jean-Marie IMBERT  Business developer  Integrated Health Solutions  Medtronic 9, boulevard Romain Rolland | 74014 | Paris Mobile 06 18 57 59 77 jean.marie.imbert@medtronic.com";"09/02/2022"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"Stratégie Métiers du Soin [SNMS]​";"Axe 1: SNMS-Gestion populationnelle";"GHT Pilote pour la FHF sur la personne Agée, Cardiologie, Diabète​";"Carnet eSanté obésité";"20-042";"Non";"Priorité 3";"PRJ Abandonné";"Sébastien De SOUSA";"BUILD";"Applicatif";"Soleil";"";"Stabilisation";"10.0";"3.0";"15/04/2021";"30/06/2025";"30.0";"6.0";"59.0";"48.0";"LOCAL";"Carnet eSanté obésité";"01/03/2026";"01/02/2026";"Carnet eSanté obésité";"Carnet eSanté obésité";"14/09/2020"
